sample_name	age	age_group	age_unit	altitude	anonymized_name	antibiotics	bcs	bcs_grouping	body_habitat	body_product	body_site	breed	breed_grouping	collection_date	collection_timestamp	country	crude_fiber_1000kcalg_me_group	depth	description	dewormed	disease_stat	dna_extracted	elevation	emp_status	env_biome	env_feature	g_fat_1000kcal_me_group	g_protein_1000kcal_me_group	gender_specific	has_extracted_data	has_physical_specimen	histo	host_common_name	host_scientific_name	host_subject_id	host_taxid	indiv_g_fat_1000kcal_me_group	indiv_g_protein_1000kcal_me_group	indoor_outdoor	latitude	longitude	perc_crude_protein_min_group	percent_crude_fat_min_group	percent_crude_fiber_max_group	percent_met_cal_carb_group	percent_met_cal_fat_group	percent_met_cal_protein_group	physical_location	physical_specimen_location	physical_specimen_remaining	prebotic_source	protein_source	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	size_grouping	state	state_us	title	tot_mass	travel_history	weight_group	weight_kg
833.AHD.11	2.0	1.0	years	0	AHD.11	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Chihuahua	Toy/Companion	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-11_B5_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	AHD.11	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	small			Suchodolski_dog_ibd	1.5	false	1.0	1.5
833.AHD.12	4.0	2.0	years	0	AHD.12	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Berger_Picard	Working	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-12_B6_R.K.1.20.12		acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.12	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	medium			Suchodolski_dog_ibd	33.6	false	4.0	33.6
833.AHD.13	8.0	3.0	years	0	AHD.13	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-13_B7_R.K.1.20.12	true	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.13	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female				Suchodolski_dog_ibd	7.2	false	1.0	7.2
833.AHD.14	4.0	2.0	years	0	AHD.14	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	Shar_pei	Working	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-14_B8_R.K.1.20.12		acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.14	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	medium			Suchodolski_dog_ibd	19.2	true	2.0	19.2
833.AHD.15	1.0	1.0	years	0	AHD.15	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog_Mix	Working	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-15_B9_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	AHD.15	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	large			Suchodolski_dog_ibd	42.0	true	5.0	42.0
833.AHD.16	2.0	1.0	years	0	AHD.16	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	West_Highland_White_Terrier	Terrier	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-16_B10_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	AHD.16	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	small			Suchodolski_dog_ibd	7.0	true	1.0	7.0
833.AHD.17	5.0	2.0	years	0	AHD.17	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever_mix	Sporting	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-17_B11_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.17	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	large			Suchodolski_dog_ibd	35.2	false	4.0	35.2
833.AHD.18	6.0	3.0	years	0	AHD.18	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	Cairn_Terrier	Terrier	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-18_B12_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.18	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	small			Suchodolski_dog_ibd	10.4	true	1.0	10.4
833.AHD.19	3.0	2.0	years	0	AHD.19	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	Fox_Terrier	Terrier	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-19_C1_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	AHD.19	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	small			Suchodolski_dog_ibd	12.0	true	2.0	12.0
833.AHD.21	7.0	3.0	years	0	AHD.21	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Podenco	Hound	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-21_C2_R.K.1.20.12	true	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	AHD.21	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	medium			Suchodolski_dog_ibd	16.0	false	2.0	16.0
833.AHD.22	12.0	4.0	years	0	AHD.22	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	Golden_Retriever	Sporting	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-22_C3_R.K.1.20.12		acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.22	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	medium			Suchodolski_dog_ibd	29.0	true	3.0	29.0
833.AHD.23	10.0	4.0	years	0	AHD.23	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Afghan_Hound	Hound	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-23_C4_R.K.1.20.12	true	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.23	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	large			Suchodolski_dog_ibd	23.4	false	3.0	23.4
833.AHD.25	12.0	4.0	years	0	AHD.25	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever_mix	Sporting	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-25_C5_R.K.1.20.12	false	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.25	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	large			Suchodolski_dog_ibd	23.6	false	3.0	23.6
833.AHD.26	2.0	1.0	years	0	AHD.26	maybe_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-26_C6_R.K.1.20.12	true	acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.26	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male				Suchodolski_dog_ibd	29.0	false	3.0	29.0
833.AHD.30	1.0	1.0	years	0	AHD.30	definite_yes			UBERON:feces	UBERON:feces	UBERON:feces	Chihuahua	Toy/Companion	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-30_C7_R.K.1.20.12		acute hem. diarrhea	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.30	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	small			Suchodolski_dog_ibd	1.64	true	1.0	1.64
833.AHD.31	8.0	3.0	years	0	AHD.31	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-31_A1_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	AHD.31	9615				51.17	10.45							CCME	Texas A&M	false			false	Host-associated	Animal	Animal distal gut	833	Stool	gut metagenome	male				Suchodolski_dog_ibd	24.8	true	3.0	24.8
833.AHD.35	3.0	2.0	years	0	AHD.35	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-35_A2_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	AHD.35	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female				Suchodolski_dog_ibd	7.5	true	1.0	7.5
833.AHD.37	6.0	3.0	years	0	AHD.37	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-37_A3_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.37	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female				Suchodolski_dog_ibd	31.0	true	4.0	31.0
833.AHD.43	11.0	4.0	years	0	AHD.43	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-43_A4_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	AHD.43	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	large			Suchodolski_dog_ibd	34.0	true	4.0	34.0
833.AHD.51	2.0	1.0	years	0	AHD.51	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-51_A5_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.51	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female				Suchodolski_dog_ibd	23.8	true	3.0	23.8
833.AHD.61	1.5	1.0	years	0	AHD.61	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-61_A6_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.61	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	large			Suchodolski_dog_ibd	26.6	false	3.0	26.6
833.AHD.71	1.0	1.0	years	0	AHD.71	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Dachshund	Hound	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-71_A7_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	AHD.71	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	small			Suchodolski_dog_ibd	8.2	false	1.0	8.2
833.AHD.73	7.0	3.0	years	0	AHD.73	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-73_A8_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.73	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male				Suchodolski_dog_ibd	22.0	true	3.0	22.0
833.AHD.74	5.0	2.0	years	0	AHD.74	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Dachshund	Hound	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-74_A9_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	AHD.74	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	small			Suchodolski_dog_ibd	11.0	true	2.0	11.0
833.AHD.77	1.5	1.0	years	0	AHD.77	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-77_A10_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.77	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	large			Suchodolski_dog_ibd	33.0	true	4.0	33.0
833.AHD.79	2.0	1.0	years	0	AHD.79	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-79_A11_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.79	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male				Suchodolski_dog_ibd	23.8	false	3.0	23.8
833.AHD.82	1.0	1.0	years	0	AHD.82	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Husky	Working	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-82_A12_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	AHD.82	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	large			Suchodolski_dog_ibd	24.0	true	3.0	24.0
833.AHD.83	6.0	3.0	years	0	AHD.83	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-83_B1_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.83	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female				Suchodolski_dog_ibd	16.0	true	2.0	16.0
833.AHD.88	4.0	2.0	years	0	AHD.88	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Parson_Jack_Russel_Terrier	Terrier	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-88_B2_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	AHD.88	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	small			Suchodolski_dog_ibd	9.8	false	1.0	9.8
833.AHD.89	6.0	3.0	years	0	AHD.89	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Cocker_Spaniel	Sporting	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-89_B3_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.89	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	medium			Suchodolski_dog_ibd	11.0	true	2.0	11.0
833.AHD.94	2.0	1.0	years	0	AHD.94	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Beagle	Hound	1/30/12	1/30/12	GAZ:Germany		0	IBD1_AHD-94_B4_R.K.1.20.12	true	healthy	true	202.27	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	AHD.94	9615				51.17	10.45							CCME	Texas A&M	false			false				833	unknown	gut metagenome	female	medium			Suchodolski_dog_ibd	10.0	false	1.0	10.0
833.California.HC1	10.0	4.0	years	0	California.HC1	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC1_B4_R.K.1.20.12	false	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	FS	true	true		domestic dog	Canis lupus familiaris	California.HC1	9615	28.7	66.1	outdoor	36.78	-119.42	21_25	5_13	1_5	46_55	15_24	21_26	CCME	Texas A&M	false	FOS 1.0%	chicken	false				833	unknown	gut metagenome	female	large	California	California	Suchodolski_dog_ibd	45.0	false	5.0	45.0
833.California.HC12	8.0	3.0	years	0	California.HC12	definite_yes	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Maltese	Toy/Companion	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC12_B7_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC12	9615	41.3	62.0	indoor	36.78	-119.42	21_25	14_20	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		hydrolyzed	false				833	unknown	gut metagenome	male	small	California	California	Suchodolski_dog_ibd	0.9	true	1.0	0.9
833.California.HC13	5.0	2.0	years	0	California.HC13	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Pug	Toy/Companion	1/30/12	1/30/12	GAZ:United States of America	20_45	0	IBD2_California_HC13_B8_R.K.1.20.12		healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	FS	true	true		domestic dog	Canis lupus familiaris	California.HC13	9615	27.0	74.0	indoor	36.78	-119.42	21_25	5_13	6_15	46_55	15_24	21_26	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	female	small	California	California	Suchodolski_dog_ibd	9.0	true	1.0	9.0
833.California.HC14	2.0	1.0	years	0	California.HC14	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Irish_Water_Spaniel	Sporting	1/30/12	1/30/12	GAZ:United States of America		0	IBD2_California_HC14_B9_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	California.HC14	9615			indoor	36.78	-119.42	21_25	14_20	1_5				CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male	medium	California	California	Suchodolski_dog_ibd	29.3	true	3.0	29.3
833.California.HC17	1.5	1.0	years	0	California.HC17	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Minature_Pinscher	Toy/Companion	1/30/12	1/30/12	GAZ:United States of America		0	IBD2_California_HC17_B10_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	California.HC17	9615			indoor	36.78	-119.42							CCME	Texas A&M	false			false				833	unknown	gut metagenome	male	small	California	California	Suchodolski_dog_ibd	5.2	true	1.0	5.2
833.California.HC18	4.0	2.0	years	0	California.HC18	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC18_B11_R.K.1.20.12	false	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61	FS	true	true		domestic dog	Canis lupus familiaris	California.HC18	9615	40.1	40.1	indoor	36.78	-119.42	14_20	14_20	1_5	46_55	25_35	15_20	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	female		California	California	Suchodolski_dog_ibd	7.7	false	1.0	7.7
833.California.HC19	7.0	3.0	years	0	California.HC19	definite_no	8.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Chihuahua	Toy/Companion	1/30/12	1/30/12	GAZ:United States of America	20_45	0	IBD2_California_HC19_B12_R.K.1.20.12		healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC19	9615	27.0	74.0	indoor	36.78	-119.42	21_25	5_13	6_15	46_55	15_24	21_26	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male	small	California	California	Suchodolski_dog_ibd	3.0	false	1.0	3.0
833.California.HC20	4.0	2.0	years	0	California.HC20	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Pug	Toy/Companion	1/30/12	1/30/12	GAZ:United States of America	20_45	0	IBD2_California_HC20_C1_R.K.1.20.12		healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC20	9615	27.0	74.0	indoor	36.78	-119.42	21_25	5_13	6_15	46_55	15_24	21_26	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male	small	California	California	Suchodolski_dog_ibd	9.0	true	1.0	9.0
833.California.HC21	8.0	3.0	years	0	California.HC21	definite_yes	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Welsh_Corgi	Working	1/30/12	1/30/12	GAZ:United States of America	20_45	0	IBD2_California_HC21_C2_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC21	9615	25.0	106.0	outdoor	36.78	-119.42	26_35	5_13	6_15	46_55	15_24	27_38	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male	medium	California	California	Suchodolski_dog_ibd	15.0	false	2.0	15.0
833.California.HC22	2.0	1.0	years	0	California.HC22	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC22_C3_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	FS	true	true		domestic dog	Canis lupus familiaris	California.HC22	9615	39.0	70.0	both	36.78	-119.42	21_25	14_20	1_5	46_55	15_24	27_38	CCME	Texas A&M	false		fish	false				833	unknown	gut metagenome	female	medium	California	California	Suchodolski_dog_ibd	21.3	false	3.0	21.3
833.California.HC23	2.0	1.0	years	0	California.HC23	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC23_C4_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	FS	true	true		domestic dog	Canis lupus familiaris	California.HC23	9615	39.0	70.0	both	36.78	-119.42	21_25	14_20	1_5	46_55	15_24	27_38	CCME	Texas A&M	false		fish	false				833	unknown	gut metagenome	female	medium	California	California	Suchodolski_dog_ibd	27.0	false	3.0	27.0
833.California.HC24	1.5	1.0	years	0	California.HC24	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Parson_Jack_Russel_Terrier	Terrier	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC24_C5_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	FS	true	true		domestic dog	Canis lupus familiaris	California.HC24	9615	92.2	87.5	indoor	36.78	-119.42	26_35	14_20	1_5	10_37	25_35	27_38	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	female	small	California	California	Suchodolski_dog_ibd	5.4	false	1.0	5.4
833.California.HC25	12.0	4.0	years	0	California.HC25	definite_yes	8.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:United States of America	20_45	0	IBD2_California_HC25_C6_R.K.1.20.12		healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC25	9615	36.3	68.9	indoor	36.78	-119.42	21_25	14_20	6_15	38_45	25_35	21_26	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male		California	California	Suchodolski_dog_ibd	34.2	false	4.0	34.2
833.California.HC27	4.0	2.0	years	0	California.HC27	definite_yes	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Vizsla	Sporting	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC27_C7_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC27	9615	48.1	70.8	both	36.78	-119.42	26_35	14_20	1_5	10_37	36_43	27_38	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male	medium	California	California	Suchodolski_dog_ibd	21.2	true	3.0	21.2
833.California.HC28	3.0	2.0	years	0	California.HC28	definite_yes	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:United States of America	1_10	0	IBD2_California_HC28_C8_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	MC	true	true		domestic dog	Canis lupus familiaris	California.HC28	9615	27.0	77.7	both	36.78	-119.42	26_35	5_13	1_5	46_55	15_24	27_38	CCME	Texas A&M	false		chicken	false				833	unknown	gut metagenome	male		California	California	Suchodolski_dog_ibd	3.7	true	1.0	3.7
833.California.HC7	4.0	2.0	years	0	California.HC7	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	1/30/12	1/30/12	GAZ:United States of America		0	IBD2_California_HC7_B5_R.K.1.20.12	true	healthy	true	144.85	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	California.HC7	9615			indoor	36.78	-119.42							CCME	Texas A&M	false		lamb	false				833	unknown	gut metagenome	male	small	California	California	Suchodolski_dog_ibd	5.4	true	1.0	5.4
