sample_name	age	age_group	age_unit	altitude	anonymized_name	antibiotics	bcs	bcs_grouping	body_habitat	body_product	body_site	breed	breed_grouping	collection_date	collection_timestamp	country	crude_fiber_1000kcalg_me_group	depth	description	dewormed	disease_stat	dna_extracted	elevation	emp_status	env_biome	env_feature	g_fat_1000kcal_me_group	g_protein_1000kcal_me_group	gender_specific	has_extracted_data	has_physical_specimen	histo	host_common_name	host_scientific_name	host_subject_id	host_taxid	indiv_g_fat_1000kcal_me_group	indiv_g_protein_1000kcal_me_group	indoor_outdoor	latitude	longitude	perc_crude_protein_min_group	percent_crude_fat_min_group	percent_crude_fiber_max_group	percent_met_cal_carb_group	percent_met_cal_fat_group	percent_met_cal_protein_group	physical_location	physical_specimen_location	physical_specimen_remaining	prebotic_source	protein_source	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	size_grouping	state	state_us	title	tot_mass	travel_history	weight_group	weight_kg
833.Sweden.HC.13	3.0	2.0	years	0	Sweden.HC.13	definite_no	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 13_F12_R.K.1.20.12	false	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.13	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male				Suchodolski_dog_ibd	6.7	true	1.0	6.7
833.Sweden.HC.14	2.0	1.0	years	0	Sweden.HC.14	definite_yes	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 14_G1_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.14	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male	medium			Suchodolski_dog_ibd	36.7	false	4.0	36.7
833.Sweden.HC.16	8.0	3.0	years	0	Sweden.HC.16	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_HC 16_G2_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	F	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.16	9615	40.0	63.0	indoor	60.13	18.64	21_25	14_20	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		chicken	false				833	unknown		female				Suchodolski_dog_ibd	4.0	false	1.0	4.0
833.Sweden.HC.17	3.0	2.0	years	0	Sweden.HC.17	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Beagle	Hound	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 17_G3_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.17	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male	medium			Suchodolski_dog_ibd	17.0	false	2.0	17.0
833.Sweden.HC.18	7.0	3.0	years	0	Sweden.HC.18	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 18_G4_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			FS	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.18	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		female	large			Suchodolski_dog_ibd	26.0	true	3.0	26.0
833.Sweden.HC.19	3.5	2.0	years	0	Sweden.HC.19	definite_no	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_HC 19_G5_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	F	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.19	9615	34.9	84.5	indoor	60.13	18.64	26_35	5_13	1_5	10_37	25_35	27_38	CCME	Texas A&M	false		chicken	false				833	unknown		female	large			Suchodolski_dog_ibd	34.7	true	4.0	34.7
833.Sweden.HC.2	1.0	1.0	years	0	Sweden.HC.2	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 2_F4_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.2	9615			both	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		female	large			Suchodolski_dog_ibd	24.0	true	3.0	24.0
833.Sweden.HC.21	9.0	3.0	years	0	Sweden.HC.21	definite_no	3.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 21_G6_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.21	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		female				Suchodolski_dog_ibd	25.0	false	3.0	25.0
833.Sweden.HC.23	8.0	3.0	years	0	Sweden.HC.23	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 23_G7_R.K.1.20.12	false	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.23	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male				Suchodolski_dog_ibd	34.0	true	4.0	34.0
833.Sweden.HC.3	1.5	1.0	years	0	Sweden.HC.3	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Hovawart	Working	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 3_F5_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.3	9615				60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male	large			Suchodolski_dog_ibd	45.0	true	5.0	45.0
833.Sweden.HC.4	6.5	3.0	years	0	Sweden.HC.4	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mellan_Pinscher	Toy/Companion	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 4_F6_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.4	9615				60.13	18.64							CCME	Texas A&M	false			false				833	unknown		female	small			Suchodolski_dog_ibd	12.0	false	2.0	12.0
833.Sweden.HC.6	1.5	1.0	years	0	Sweden.HC.6	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Rhodesian_Ridgeback	Hound	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_HC 6_F7_R.K.1.20.12	false	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	M	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.6	9615	40.0	62.0	indoor	60.13	18.64	21_25	14_20	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		chicken	false				833	unknown		male	large			Suchodolski_dog_ibd	50.0		5.0	50.0
833.Sweden.HC.7	3.0	2.0	years	0	Sweden.HC.7	definite_no	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 7_F8_R.K.1.20.12	true	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			MC	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.7	9615			indoor	60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male				Suchodolski_dog_ibd	30.0	false	3.0	30.0
833.Sweden.HC.9	2.0	1.0	years	0	Sweden.HC.9	definite_no	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	French_Bulldog_	Toy/Companion	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_HC 9_F9_R.K.1.20.12	false	healthy	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			F	true	true		domestic dog	Canis lupus familiaris	Sweden.HC.9	9615			indoor	60.13	18.64	21_25	5_13	1_5				CCME	Texas A&M	false		lamb	false				833	unknown		female	small			Suchodolski_dog_ibd	11.0		2.0	11.0
833.Sweden.IBD.060A	6.5	3.0	years	0	Sweden.IBD.060A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Golden_Retriever	Sporting	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_060A_G8_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61		true	true	small	domestic dog	Canis lupus familiaris	Sweden.IBD.060A	9615	42.0	61.0		60.13	18.64	21_25		1_5	38_45	25_35	21_26	CCME	Texas A&M	false		lamb	false				833	unknown			medium			Suchodolski_dog_ibd	30.0		3.0	30.0
833.Sweden.IBD.061A	6.7	3.0	years	0	Sweden.IBD.061A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Border_Terrier	Terrier	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_IBD_061A_G9_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.061A	9615				60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male	small			Suchodolski_dog_ibd	7.0		1.0	7.0
833.Sweden.IBD.062A	7.6	3.0	years	0	Sweden.IBD.062A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Bichon_Frise	Toy/Companion	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_062A_G10_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	F	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.062A	9615	34.0	63.0		60.13	18.64	26_35	14_20	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		chicken	false				833	unknown		female	small			Suchodolski_dog_ibd	5.0		1.0	5.0
833.Sweden.IBD.063A	4.4	2.0	years	0	Sweden.IBD.063A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Bullmastiff	Working	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_063A_G11_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61	F	true	true	both	domestic dog	Canis lupus familiaris	Sweden.IBD.063A	9615	39.0	46.0		60.13	18.64	14_20	14_20	1_5	46_55	25_35	15_20	CCME	Texas A&M	false		fish	false				833	unknown		female	large			Suchodolski_dog_ibd	54.0		5.0	54.0
833.Sweden.IBD.064A	7.5	3.0	years	0	Sweden.IBD.064A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Drever	Hound	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_IBD_064A_G12_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat				true	true	small	domestic dog	Canis lupus familiaris	Sweden.IBD.064A	9615				60.13	18.64							CCME	Texas A&M	false			false				833	unknown			medium			Suchodolski_dog_ibd	30.0		3.0	30.0
833.Sweden.IBD.065A	3.2	2.0	years	0	Sweden.IBD.065A	maybe_yes			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_065A_H7_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61	M	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.065A	9615	39.0	46.0		60.13	18.64	14_20	14_20	1_5	46_55	25_35	15_20	CCME	Texas A&M	false		fish	false				833	unknown		male	large			Suchodolski_dog_ibd	35.0		4.0	35.0
833.Sweden.IBD.066A	5.8	2.0	years	0	Sweden.IBD.066A	maybe_yes			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_066A_H8_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61	M	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.066A	9615	39.0	46.0		60.13	18.64	14_20	14_20	1_5	46_55	25_35	15_20	CCME	Texas A&M	false		fish	false				833	unknown		male				Suchodolski_dog_ibd				
833.Sweden.IBD.067A	3.8	2.0	years	0	Sweden.IBD.067A	maybe_yes			UBERON:feces	UBERON:feces	UBERON:feces	Vizsla	Sporting	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_067A_H9_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	M	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.067A	9615	40.0	63.2		60.13	18.64	21_25	5_13	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		fish	false				833	unknown		male	medium			Suchodolski_dog_ibd	25.0		3.0	25.0
833.Sweden.IBD.097A	3.5	2.0	years	0	Sweden.IBD.097A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Shetland_Sheepdog	Working	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_097A_H1_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	62_85	M	true	true	both	domestic dog	Canis lupus familiaris	Sweden.IBD.097A	9615	47.1	74.6		60.13	18.64	26_35	14_20	1_5	38_45	15_24	27_38	CCME	Texas A&M	false	FOS 0.4%	chicken	false				833	unknown		male	small			Suchodolski_dog_ibd	8.0		1.0	8.0
833.Sweden.IBD.098A	0.8	1.0	years	0	Sweden.IBD.098A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_IBD_098A_H2_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.098A	9615				60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male	medium			Suchodolski_dog_ibd	30.0		3.0	30.0
833.Sweden.IBD.099A	6.1	3.0	years	0	Sweden.IBD.099A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Papillon	Toy/Companion	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_099A_H3_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61	MC	true	true	both	domestic dog	Canis lupus familiaris	Sweden.IBD.099A	9615	40.1	40.1		60.13	18.64	14_20	14_20	1_5	46_55	25_35	15_20	CCME	Texas A&M	false		chicken	false				833	unknown		male	small			Suchodolski_dog_ibd	3.0		1.0	3.0
833.Sweden.IBD.100A	2.2	1.0	years	0	Sweden.IBD.100A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Miniature_Poodle	Toy/Companion	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_100A_H4_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	M	true	true	large	domestic dog	Canis lupus familiaris	Sweden.IBD.100A	9615	34.0	63.0		60.13	18.64	26_35	14_20	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		chicken	false				833	unknown		male	small			Suchodolski_dog_ibd	7.0		1.0	7.0
833.Sweden.IBD.101A	2.0	1.0	years	0	Sweden.IBD.101A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_101A_H5_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	20_35	62_85	FS	true	true	both	domestic dog	Canis lupus familiaris	Sweden.IBD.101A	9615	34.0	63.0		60.13	18.64	26_35	14_20	1_5	38_45	25_35	21_26	CCME	Texas A&M	false		chicken	false				833	unknown		female	large			Suchodolski_dog_ibd	54.0		5.0	54.0
833.Sweden.IBD.102A	3.9	2.0	years	0	Sweden.IBD.102A	definite_no			UBERON:feces	UBERON:feces	UBERON:feces	Great_Dane	Working	1/30/12	1/30/12	GAZ:Sweden		0	IBD1_Sweden_IBD_102A_H6_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat			M	true	true	both	domestic dog	Canis lupus familiaris	Sweden.IBD.102A	9615				60.13	18.64							CCME	Texas A&M	false			false				833	unknown		male	large			Suchodolski_dog_ibd	54.0		5.0	54.0
833.Sweden.IBD.103A	7.0	3.0	years	0	Sweden.IBD.103A	maybe_yes			UBERON:feces	UBERON:feces	UBERON:feces	Weimaraner	Sporting	1/30/12	1/30/12	GAZ:Sweden	1_10	0	IBD1_Sweden_IBD_103A_H10_R.K.1.20.12		IBD	true	13.02	NOT_EMP	ENVO:urban biome	ENVO:animal-associated habitat	36_50	40_61	F	true	true	both	domestic dog	Canis lupus familiaris	Sweden.IBD.103A	9615	47.0	52.0		60.13	18.64	14_20	14_20	1_5	38_45	25_35	15_20	CCME	Texas A&M	false		hydrolyzed	false				833	unknown		female	large			Suchodolski_dog_ibd	34.0		4.0	34.0
